item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
Dangerous	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	1	0.56	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	0	0.18	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	31	23.55	0	-0.62	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	0	-1.77	0	0.25	0	-0.66	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
Diamond	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	1	0.56	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	0	0.18	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	6	0.80	0	-0.62	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	23	14.29	0	0.25	2	0.59	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
Help	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	1	0.57	1	0.96	2	0.81	0	0.07	3	3.19	0	0.01	0	-0.57	0	0.07	0	0.14	4	3.12	4	4.71	0	0.42	1	0.85	2	1.23	0	0.12	0	0.05	1	0.49	1	0.94	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	1	-1.59	0	-0.62	0	0.12	1	-0.76	1	0.92	2	1.23	0	0.18	1	0.94	0	0.11	1	-1.13	2	1.03	1	0.47	0	0.11	2	1.49	0	0.34	0	0.14	0	0.10
Reggie	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	8	8.34	0	0.05	0	0.38	2	1.96	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	21	31.45	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	1	-0.74	0	-2.36	0	-0.62	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	0	-1.77	0	0.25	0	-0.66	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
lead	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	3	2.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	1	0.44	0	0.07	0	0.14	2	1.24	0	0.07	1	0.43	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	5	1.11	8	1.20	1	0.46	0	0.12	2	0.60	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	7	1.32	0	0.25	1	0.47	1	0.70	0	0.13	0	0.34	0	0.14	0	0.10
N	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	2	0.81	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	1	0.55	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	2	0.57	0	0.06	0	0.12	1	0.87	0	0.00	0	0.00	3	3.00	1	0.81	0	-1.21	7	0.96	1	0.46	0	0.12	8	2.46	0	0.06	0	0.19	0	0.18	0	0.06	2	1.59	3	0.67	1	0.48	0	-0.66	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
User	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	18	32.29	0	0.01	2	0.63	0	0.07	0	0.14	0	0.18	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	4	5.04	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	0	-2.36	0	-0.62	0	0.12	0	-1.24	4	4.97	0	0.19	0	0.18	4	5.07	0	0.11	0	-1.77	0	0.25	0	-0.66	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
update	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	17	15.28	1	0.85	1	0.62	0	0.18	0	0.07	0	0.42	1	0.85	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	1	0.68	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	0	-2.36	0	-0.62	0	0.12	2	0.60	0	0.06	1	0.55	0	0.18	0	0.06	0	0.11	5	0.80	0	0.25	3	0.90	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
always	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	2	0.63	1	0.85	0	0.14	0	0.18	1	0.86	1	0.43	0	0.07	0	0.19	1	0.67	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	1	0.81	4	0.82	0	-2.36	4	1.43	1	0.68	2	0.60	0	0.06	2	1.23	2	1.25	0	0.06	1	0.70	5	0.80	0	0.25	1	0.47	0	0.11	0	0.13	1	0.44	2	1.44	0	0.10
political	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	0	0.18	0	0.07	19	20.70	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	1	-1.59	3	0.95	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	0	-1.77	0	0.25	2	0.59	3	2.69	1	0.65	3	1.45	0	0.14	0	0.10
Motown	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	0	0.18	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	32	25.79	0	-0.62	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	0	-1.77	0	0.25	0	-0.66	0	0.11	0	0.13	0	0.34	0	0.14	0	0.10
Study	32	0	0.09	0	0.18	0	0.00	0	0.10	0	0.20	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.38	0	0.07	0	0.07	0	0.01	0	-0.57	0	0.07	0	0.14	0	0.18	0	0.07	0	0.42	0	0.07	0	0.19	0	0.12	0	0.05	0	-0.72	0	0.06	0	0.12	0	0.07	0	0.00	0	0.00	0	0.09	0	0.08	0	-1.21	0	-2.36	0	-0.62	0	0.12	0	-1.24	0	0.06	0	0.19	0	0.18	0	0.06	0	0.11	27	19.90	0	0.25	1	0.47	0	0.11	0	0.13	0	0.34	0	0.14	4	4.19
Valley	31	13	20.35	0	0.18	0	0.00	0	0.10	0	0.19	14	22.38	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	1	0.56	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	3	-0.83	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Comments	31	1	0.79	2	1.27	0	0.00	2	1.68	0	0.19	1	0.79	4	3.70	1	0.56	0	0.17	1	0.97	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	1	0.87	0	0.40	0	0.07	0	0.18	5	5.18	0	0.04	1	0.48	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	1	0.82	0	-1.17	0	-2.29	0	-0.60	1	0.69	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	2	1.62	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	4	2.24	1	0.64	3	2.93
without	31	1	0.79	1	0.57	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	2	0.82	1	0.87	0	0.07	0	0.01	1	0.44	0	0.07	0	0.14	0	0.18	0	0.07	3	1.30	0	0.07	0	0.18	0	0.12	0	0.04	2	0.58	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	4	0.84	4	-0.72	1	0.45	0	0.11	3	0.64	0	0.06	1	0.56	2	1.28	0	0.05	0	0.11	4	0.69	0	0.25	0	-0.64	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
myths	31	0	0.09	3	2.17	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	3	1.40	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	4	3.17	0	0.12	0	0.04	2	0.58	0	0.06	6	6.65	1	0.88	0	0.00	0	0.00	0	0.08	2	1.88	0	-1.17	0	-2.29	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	0	-1.71	1	0.49	0	-0.64	0	0.11	3	2.55	3	1.48	2	1.46	1	0.76
almost	31	0	0.09	3	2.17	0	0.00	1	0.73	0	0.19	0	0.09	0	0.13	0	0.18	1	0.58	0	0.05	1	0.43	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	1	0.56	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	3	0.64	5	0.72	3	0.97	2	1.59	0	-1.20	0	0.06	0	0.18	1	0.57	0	0.05	4	3.96	3	0.66	2	1.05	0	-0.64	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
question	31	0	0.09	1	0.57	0	0.00	2	1.68	1	0.55	0	0.09	2	1.49	1	0.56	0	0.17	0	0.05	1	0.43	1	0.87	2	1.94	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	7	9.64	0	0.18	0	0.12	0	0.04	0	-0.70	1	0.95	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	3	0.64	0	-2.29	3	0.97	0	0.11	0	-1.20	0	0.06	5	4.30	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
brought	31	0	0.09	1	0.57	0	0.00	3	2.82	1	0.55	0	0.09	1	0.65	0	0.18	0	0.17	0	0.05	0	0.36	1	0.87	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	1	0.48	0	0.06	1	0.69	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	1	-0.72	3	-0.83	1	0.45	0	0.11	0	-1.20	0	0.06	2	1.25	2	1.28	0	0.05	1	0.71	6	1.05	0	0.25	1	0.46	0	0.11	2	1.51	3	1.48	0	0.13	0	0.09
less	31	0	0.09	1	0.57	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	1	0.58	1	0.97	0	0.36	0	0.07	0	0.07	1	1.68	0	-0.55	0	0.07	0	0.14	1	0.56	0	0.07	2	0.77	1	0.86	0	0.18	1	0.68	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	2	0.59	2	-1.09	4	1.47	0	0.11	0	-1.20	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	6	1.05	0	0.25	3	0.93	0	0.11	0	0.13	3	1.48	1	0.64	0	0.09
information	31	0	0.09	1	0.57	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	1	0.56	1	0.58	0	0.05	2	0.82	0	0.07	0	0.07	0	0.01	1	0.44	0	0.07	0	0.14	0	0.18	0	0.07	2	0.77	0	0.07	1	0.56	0	0.12	0	0.04	1	0.48	1	0.95	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	3	-0.83	0	-0.60	0	0.11	3	0.64	1	0.93	1	0.56	0	0.17	1	0.95	1	0.71	6	1.05	0	0.25	2	0.60	0	0.11	1	0.66	0	0.33	0	0.13	1	0.76
blog	31	0	0.09	0	0.18	0	0.00	2	1.68	0	0.19	0	0.09	0	0.13	7	6.91	0	0.17	0	0.05	0	0.36	0	0.07	4	4.65	0	0.01	0	-0.55	0	0.07	1	0.63	3	2.15	1	0.87	0	0.40	2	1.97	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	2	1.58	1	0.88	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	0	-2.29	0	-0.60	0	0.11	0	-1.20	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	0	-1.71	1	0.49	0	-0.64	0	0.11	0	0.13	6	4.07	0	0.13	0	0.09
view	31	0	0.09	0	0.18	0	0.00	2	1.68	0	0.19	0	0.09	0	0.13	0	0.18	1	0.58	2	2.21	1	0.43	0	0.07	0	0.07	0	0.01	7	3.79	0	0.07	1	0.63	0	0.18	0	0.07	1	0.43	0	0.07	1	0.56	0	0.12	0	0.04	1	0.48	1	0.95	1	0.69	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	3	-0.83	1	0.45	0	0.11	4	0.82	1	0.93	0	0.18	0	0.17	1	0.95	0	0.11	1	-1.09	0	0.25	1	0.46	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
draw	31	0	0.09	0	0.18	0	0.00	1	0.73	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	1	0.43	0	0.07	0	0.07	0	0.01	17	15.59	0	0.07	0	0.14	0	0.18	0	0.07	8	5.64	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	1	-0.72	1	-1.53	0	-0.60	0	0.11	0	-1.20	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	1	0.64	0	0.09
held	31	0	0.09	0	0.18	0	0.00	0	0.10	2	1.22	0	0.09	1	0.65	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	1	0.85	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	1	0.56	0	0.12	1	1.03	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	7	2.04	9	1.57	1	0.45	0	0.11	0	-1.20	0	0.06	1	0.56	0	0.17	0	0.05	1	0.71	2	-0.78	1	0.49	2	0.60	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
monster	31	0	0.09	0	0.18	0	0.00	0	0.10	12	14.21	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	1	0.43	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	5	1.84	0	0.06	0	0.11	3	3.33	0	0.00	0	0.00	0	0.08	0	0.08	1	-0.72	0	-2.29	0	-0.60	0	0.11	1	-0.74	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	5	0.82	0	0.25	2	0.60	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
Boston	31	0	0.09	0	0.18	0	0.00	0	0.10	1	0.55	0	0.09	0	0.13	1	0.56	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	1	0.48	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	4	0.84	2	-1.09	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	1	-1.09	0	0.25	0	-0.64	21	36.39	0	0.13	0	0.33	0	0.13	0	0.09
why	31	0	0.09	0	0.18	0	0.00	0	0.10	1	0.55	0	0.09	1	0.65	1	0.56	0	0.17	0	0.05	1	0.43	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	1	0.86	0	0.18	3	2.64	0	0.04	0	-0.70	0	0.06	1	0.69	1	0.88	0	0.00	0	0.00	0	0.08	1	0.82	4	0.84	2	-1.09	3	0.97	2	1.59	1	-0.74	0	0.06	0	0.18	0	0.17	0	0.05	1	0.71	1	-1.09	0	0.25	1	0.46	1	0.71	0	0.13	3	1.48	1	0.64	0	0.09
Or	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	2	1.80	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	1	0.87	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	19	12.82	0	-2.29	0	-0.60	4	3.90	0	-1.20	1	0.93	1	0.56	1	0.57	0	0.05	0	0.11	1	-1.09	1	0.49	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Arthur	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	25	44.73	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	4	3.89	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	1	-1.53	0	-0.60	0	0.11	1	-0.74	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
going	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	2	1.27	0	0.17	0	0.05	1	0.43	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	1	0.43	0	0.07	0	0.18	1	0.68	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	12	5.52	1	-1.53	0	-0.60	0	0.11	1	-0.74	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	4	0.69	0	0.25	2	0.60	0	0.11	0	0.13	4	2.24	0	0.13	1	0.76
Chicago	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	1	0.56	0	0.17	0	0.05	4	2.12	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	1	0.56	0	0.12	0	0.04	10	5.80	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	2	0.59	9	1.57	1	0.45	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	3	0.66	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Ron	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	10	11.51	0	0.05	0	0.36	2	1.99	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	18	25.61	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	1	-1.53	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Death	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	6	3.88	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	1	0.43	0	0.07	0	0.18	0	0.12	0	0.04	8	4.00	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	8	1.25	0	-0.60	4	3.90	2	0.59	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	0	-0.64	0	0.11	0	0.13	1	0.44	0	0.13	0	0.09
P	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	2	0.82	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	1	0.56	0	0.07	0	0.40	0	0.07	1	0.56	0	0.12	0	0.04	5	1.84	0	0.06	1	0.69	0	0.07	0	0.00	0	0.00	6	7.44	0	0.08	1	-0.72	7	0.99	2	0.62	0	0.11	0	-1.20	0	0.06	1	0.56	0	0.17	0	0.05	2	1.62	1	-1.09	0	0.25	0	-0.64	1	0.71	0	0.13	0	0.33	0	0.13	0	0.09
F	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	4	2.12	0	0.07	2	1.94	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	6	2.48	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	7	2.04	3	-0.83	4	1.47	0	0.11	1	-0.74	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	3	0.66	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	1	0.64	0	0.09
Art	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	2	0.82	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	1	0.63	0	0.18	2	2.00	2	0.77	0	0.07	0	0.18	3	2.64	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	1	0.80	2	1.88	2	0.59	7	0.99	0	-0.60	0	0.11	6	1.52	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	3	0.66	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Moon	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	2	0.82	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	5	0.72	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	17	8.05	7	5.98	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
data	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	1	0.43	0	0.07	3	3.23	0	0.01	11	7.80	9	13.30	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	1	0.56	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	1	-1.53	1	0.45	0	0.11	0	-1.20	0	0.06	0	0.18	1	0.57	0	0.05	0	0.11	1	-1.09	0	0.25	1	0.46	0	0.11	0	0.13	0	0.33	0	0.13	1	0.76
Official	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	1	0.63	2	1.26	0	0.07	1	0.43	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	5	0.72	0	-0.60	0	0.11	10	3.86	0	0.06	0	0.18	0	0.17	1	0.95	0	0.11	9	2.22	0	0.25	2	0.60	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
Apr	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	9	6.75	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	0	-2.29	0	-0.60	0	0.11	0	-1.20	0	0.06	19	27.56	0	0.17	0	0.05	0	0.11	0	-1.71	3	1.80	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
abuse	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	1	0.48	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	28	19.13	0	-0.60	0	0.11	0	-1.20	0	0.06	0	0.18	0	0.17	0	0.05	0	0.11	0	-1.71	0	0.25	1	0.46	0	0.11	1	0.66	0	0.33	0	0.13	0	0.09
songs	31	0	0.09	0	0.18	0	0.00	0	0.10	0	0.19	0	0.09	0	0.13	0	0.18	0	0.17	0	0.05	0	0.36	0	0.07	0	0.07	0	0.01	0	-0.55	0	0.07	0	0.14	0	0.18	0	0.07	0	0.40	0	0.07	0	0.18	0	0.12	0	0.04	0	-0.70	0	0.06	0	0.11	0	0.07	0	0.00	0	0.00	0	0.08	0	0.08	0	-1.17	26	16.09	1	0.45	0	0.11	1	-0.74	0	0.06	1	0.56	0	0.17	0	0.05	0	0.11	2	-0.78	0	0.25	0	-0.64	0	0.11	0	0.13	0	0.33	0	0.13	0	0.09
